participant_id,case,environment,p_type,mean,median,q5,q25,q75,q95,sd
41271,off,indoor,concent,4414.375703732522,2735,810.3,1784,4873,12551,5274.443329388154
41271,off,outdoor,concent,10008.882091503694,8330,2530,5520,12312,22319,7651.19928640895
41271,off,ratio,concent,0.5465263675480976,0.32522436037294,0.16451491617510478,0.23784036862502161,0.48630745122178626,1.58795463987098,0.9122188013440358
41271,on,indoor,concent,3075.786510466093,2315,656.2,1181,3910,8583,2732.7870784752895
41271,on,outdoor,concent,15590.394984569397,12952,5493.299999999999,9437,18813,34092,9617.60362490237
41271,on,ratio,concent,0.21352353922274975,0.17856335673567786,0.08936391029632614,0.1278949484203804,0.22133915157034167,0.435142320372196,0.19623062760849583
42281,off,indoor,concent,11398.962776451914,5032,1348,2578,14819,38972.69999999995,16463.834017851328
42281,off,outdoor,concent,6982.096702493734,6781,2739,4416,8736,12563.299999999988,3300.2545547650525
42281,off,ratio,concent,2.4217209922783094,0.7738477264450706,0.10637246837918515,0.22033858226240435,2.9480225728409386,5.044470455692437,10.167744625608714
42281,on,indoor,concent,3452.656609279952,2052,254.1,755,3904,11256,5635.182977082268
42281,on,outdoor,concent,7823.4902517591445,7212,2942,4817,10094,14997,3770.621696935514
42281,on,ratio,concent,0.45796357933648435,0.21596579167367141,0.04542201883336448,0.11346882065695833,0.44483529558517326,1.3180538969768174,1.0298411494964264
44621,off,indoor,concent,5653.257433715009,958.95,281,515.8,2173,29098,16643.057264671057
44621,off,outdoor,concent,7593.097100536734,5874,1583,3770,8971,16905.099999999977,6945.383293839476
44621,off,ratio,concent,0.9626043666516718,0.16542650296695394,0.06921590232449698,0.11818617343371965,0.2593772639217336,4.197432890375971,3.3230930023533265
44621,on,indoor,concent,4121.958796518437,2325,1077,1578,3465,10979,9019.179059479142
44621,on,outdoor,concent,7295.960152659994,6280,2641,4835,7940,15011,4985.091142205096
44621,on,ratio,concent,0.6044099311918473,0.38720509996604824,0.14717811671904527,0.27671031104749966,0.6018978640457725,1.008112562567919,1.3859318284468232
45361,off,indoor,concent,6164.990605710638,2567,707.9,1312,4395,22688.399999999965,14095.327543184
45361,off,outdoor,concent,13944.340776421499,10069,2141,5301,17045,37394.09999999998,15266.4779949195
45361,off,ratio,concent,0.5661648217620022,0.23661610220616364,0.08770690978975182,0.1680621470612486,0.40735647020009946,1.7856267749374757,1.3333935845818583
45361,on,indoor,concent,7776.36762072236,1107,179.3,558.8,4485,47498.24999999994,18985.314732349936
45361,on,outdoor,concent,13143.749394549362,6004,1424,3450,9552.75,59929,24849.7105909963
45361,on,ratio,concent,1.1263618572507743,0.1683661099966772,0.03779361939874874,0.09285896299014361,0.5890407141787328,6.222979191963886,3.1110785006553625
45451,off,indoor,concent,3582.030530177743,1947,356.2,1137,3396,10170,6209.023463071536
45451,off,outdoor,concent,11217.553036748714,8349,990.9,4660,15076,33223.5,9669.576113131483
45451,off,ratio,concent,0.573914722374299,0.23141224683380143,0.11300907241116598,0.16356559823427713,0.3309458640275076,1.594181401137055,1.9345938287188063
45451,on,indoor,concent,1765.7493469868891,946.3,231.7,668.5,1382,3771,4665.0687306684495
45451,on,outdoor,concent,11556.070770710918,9594,2454,5760,14280,30762,8568.767265486711
45451,on,ratio,concent,0.15230148969406435,0.09967074822887587,0.049011813073622845,0.07690388079080278,0.1301356404789506,0.45064547236466385,0.2880174296862869
57311,off,indoor,concent,3786.448722460926,2333,545.9,1241,4480,12864,4075.9667785920983
