participant_id,case,environment,p_type,mean,median,q5,q25,q75,q95,sd
41181,off,indoor,pm1,2.8603936291240046,2.191,0.638,1.135,3.583,7.326400000000003,2.4741292017967127
41181,off,indoor,pm10,6.632264970524356,3.473,0.824,1.852,6.186,19.234800000000018,13.858059914819426
41181,off,indoor,pm1num,4.012995656220912,3.496,0.849,1.8900000000000001,5.1290000000000004,9.9954,2.92746709735642
41181,off,indoor,pm25,3.487887372013652,2.635,0.7234,1.331,4.39,10.995000000000005,3.2627349654124593
41181,off,outdoor,pm1,3.2464568174628283,2.084,0.499,0.8532500000000001,4.289,9.824949999999996,4.291742961874662
41181,off,outdoor,pm10,10.60345428661816,7.117,1.4931,3.88475,12.0615,29.333149999999996,13.898708957611356
41181,off,outdoor,pm1num,16.444633343878518,14.0735,6.5522,9.16275,21.1855,31.842750000000002,11.287196422785923
41181,off,outdoor,pm25,3.811179689971528,2.7350000000000003,0.7990500000000001,1.23,4.984500000000001,10.467,4.423748481517519
41181,off,ratio,pm1,2.5846340735257693,1.2989590615458857,0.5611397881031976,0.9299581917606815,1.815602772655427,9.578767669445448,5.814510094892999
41181,off,ratio,pm10,1.8689319547546677,0.6822342024781651,0.10575445558793431,0.38529816092797886,1.2319521593614677,5.446712937500622,7.7143146662686934
41181,off,ratio,pm1num,0.37926680841310045,0.28732146105267553,0.08134161366739119,0.17849604737380517,0.5139954057515888,0.9465201227855231,0.29451928467607497
41181,off,ratio,pm25,2.0464359304481627,1.1636444371415382,0.5548480387300819,0.8469947355603928,1.584275044125877,6.578833445812549,3.8667533699676464
41181,on,indoor,pm1,0.7599697517837404,0.35,0.062,0.202,0.547,2.5015,2.0004240784035803
41181,on,indoor,pm10,4.9941524469902525,0.761,0.187,0.414,2.7055,23.8305,14.111964876969397
41181,on,indoor,pm1num,2.831281278263491,1.2890000000000001,0.5515,0.963,1.831,8.087499999999999,7.8485443275346665
41181,on,indoor,pm25,1.2917675610491408,0.504,0.153,0.324,0.8265,5.3715,3.124193142604721
41181,on,outdoor,pm1,1.4769517353030457,1.375,0.398,0.821,1.959,2.947,0.8715608028984159
41181,on,outdoor,pm10,19.220285540827685,10.862,1.9113000000000002,4.498,23.229,71.93229999999998,23.660606038038203
41181,on,outdoor,pm1num,8.921612263482748,8.577,2.9822,6.8895,10.3475,15.362599999999997,4.262170252073438
41181,on,outdoor,pm25,2.8366248102802794,2.373,0.866,1.5995,3.378,6.809799999999999,1.8929473241026051
41181,on,ratio,pm1,0.7062111512095384,0.23522975929978118,0.08121827411167513,0.163015792154865,0.37093275488069416,2.1145843041185746,2.6882776719259986
41181,on,ratio,pm10,0.9201647176198295,0.09577053962080699,0.005734186952810555,0.03144541718777917,0.3027367401307823,3.2550079033619363,5.233742211250135
41181,on,ratio,pm1num,0.45232110854658714,0.14460763013817676,0.07688345097255866,0.11337984814282784,0.20884202737698854,1.2427336375242037,1.601665686709042
41181,on,ratio,pm25,0.7511431409930248,0.20439844760672704,0.04235691243350252,0.13471241170534815,0.3425431711145997,3.208267206574079,2.39397283511818
41211,off,indoor,pm1,17.856938746438747,10.555,1.326,3.36925,26.768249999999995,58.63239999999999,19.838921391340026
41211,off,indoor,pm10,20.66295596995597,14.07,2.10305,5.787,28.933,61.71469999999999,20.608438991364658
41211,off,indoor,pm1num,42.61251243201243,28.8785,3.8699999999999997,7.87275,67.31075,130.99069999999998,42.46232514940826
41211,off,indoor,pm25,18.56206669256669,11.077,1.7511999999999999,4.3805,27.265,59.419349999999966,19.98125994604838
41211,on,indoor,pm1,3.1464574489387265,1.7719999999999998,0.229,0.643,4.19325,10.933149999999996,3.824712121290379
41211,on,indoor,pm10,5.142222767320785,2.7595,0.26235,0.95675,6.3425,17.713899999999985,7.5096076780652306
41211,on,indoor,pm1num,11.111210352422908,6.3505,0.6337000000000002,2.0265,15.69975,37.81124999999998,13.027600147893793
41211,on,indoor,pm25,3.293737885462555,1.9325,0.245,0.727,4.3425,11.3826,3.908826280859836
41211,on,outdoor,pm1,1.4361894030448719,1.134,0.29715,0.6737500000000001,1.98525,3.3348500000000003,1.0770950953464589
41211,on,outdoor,pm10,8.525439002403846,4.803,1.02745,2.50775,10.55925,28.65015000000002,10.311690024436215
41211,on,outdoor,pm1num,9.113016927083333,7.086,1.757,4.74375,13.13225,21.22625,6.3332404016418336
41211,on,outdoor,pm25,2.171639423076923,1.804,0.569,1.192,2.809,5.116250000000002,1.446032878338944
41211,on,ratio,pm1,5.270134488402404,1.5016393442622953,0.1839765559370747,0.48672359045848823,3.5109914485951266,18.370009168958898,35.250674462529574
41211,on,ratio,pm10,1.3515454994014569,0.4602985074626866,0.04935167407936056,0.1822606399011658,1.2542423889017915,5.221548806408576,3.3035031189453115
41211,on,ratio,pm1num,1.8297136164203853,0.873615506329114,0.07109237279359523,0.23876402541083325,2.3099628158313603,7.07485345442033,2.490122878541448
41211,on,ratio,pm25,1.9005883369768912,1.050173869846001,0.1680098883766076,0.3693934049974714,2.290320003301477,7.285221288515405,2.5135550297422955
41271,off,indoor,pm1,2.380825833826722,2.114,0.70765,1.40825,2.786,5.0427500000000025,1.6965199502326005
41271,off,indoor,pm10,4.579744720742056,2.754,0.94265,1.86325,4.28725,16.427200000000003,5.770279736315162
41271,off,indoor,pm1num,6.911059009275705,6.1175,2.6076500000000005,4.523,7.716,14.501850000000012,4.445920063758896
41271,off,indoor,pm25,2.6987750148016576,2.334,0.831,1.628,3.08275,5.85015000000001,1.9551565438924339
41271,off,outdoor,pm1,2.631964666403474,2.586,0.6795500000000001,1.402,3.504,5.156449999999999,1.4437812149898384
41271,off,outdoor,pm10,20.36100296091591,6.892,1.7665,3.8335,15.237,44.18724999999995,410.48157198780257
41271,off,outdoor,pm1num,16.86621545598105,14.0055,5.9231,9.380749999999999,22.019749999999995,35.96349999999997,9.939283620712716
