participant_id,case,environment,p_type,mean,median,q5,q25,q75,q95,sd
221001,off,indoor,co,324.89122954545456,262.26869999999997,218.48597500000002,233.1292,370.6454,650.92815,134.46240914722452
221001,off,indoor,no,12.900612222222222,7.54695,6.843325,7.1773,9.62875,54.5867,15.440598719359333
221001,off,indoor,no2,7.6932343434343435,7.14305,4.517659999999999,5.2902249999999995,8.834425,12.130619999999999,2.952248074273034
221001,off,indoor,pm1,2.3615502525252525,0.4246,0.13909000000000002,0.2656,1.884225,8.112094999999993,7.2357214328203225
221001,off,indoor,pm10,4.097391262626263,0.8766499999999999,0.22778,0.375475,3.10485,11.96284999999999,13.37712756738408
221001,off,indoor,pm1num,5.897679242424243,1.9886,0.98755,1.3810250000000002,5.356450000000001,20.979955,13.476200883946689
221001,off,indoor,pm25,2.830018232323232,0.57895,0.201285,0.343,2.294025,9.132344999999994,8.557148831094365
221001,off,outdoor,co,257.3883662449393,211.3588,159.210375,190.190675,265.400975,596.5254,120.20971682149876
221001,off,outdoor,no,16.73610829959514,10.140350000000002,7.580475,8.2271,15.659500000000001,64.968025,16.100332492389107
221001,off,outdoor,no2,8.532679301619433,7.1466,3.660525,6.6337,7.1701,19.72065,4.89853529361033
221001,off,outdoor,pm1,3.1715661437246965,2.24575,0.606775,1.685275,4.3906,8.401125,2.3587218338264537
221001,off,outdoor,pm10,14.64944286437247,11.8745,1.700275,5.392275,19.49255,32.762600000000006,16.034225967998903
221001,off,outdoor,pm1num,15.67697717611336,16.347250000000003,2.743825,8.762099999999998,21.302524999999996,32.145525,8.75802767956176
221001,off,outdoor,pm25,5.37609463562753,3.8467000000000002,0.79375,2.621925,8.625225,11.50565,3.596599911790328
221001,off,ratio,co,1.3001702425302561,1.2534700795761697,0.9781235702956785,1.1385578943776218,1.4276863035528855,1.7426584801403724,0.26254191552393963
221001,off,ratio,no,0.9430800604283356,0.8110515956146291,0.35870776777393415,0.5240130973950932,0.9237563215184876,1.1630866962912165,1.3334516800226595
221001,off,ratio,no2,1.0916704339392287,0.8076193895844365,0.5679125211329474,0.6759518997011946,1.3805285653211858,2.2868898231691492,0.6054782907573343
221001,off,ratio,pm1,0.6115468034130919,0.24450884997440303,0.08802625970874578,0.1583332187451489,0.34689363614437096,2.678128207254828,1.4876561539243618
221001,off,ratio,pm10,0.32380784516473166,0.12136460482552669,0.018315140386739183,0.0538421219087258,0.21272173711106807,0.9920387353095834,1.0090894699910502
221001,off,ratio,pm1num,0.3098537812036305,0.20002023057245577,0.09388619668204361,0.12570156879345634,0.34955460385316395,0.9053713466589343,0.3680731593856882
221001,off,ratio,pm25,0.4005060767019036,0.20776462991373273,0.0796896223592472,0.13099175745275277,0.29220818509809754,0.9724827297221336,1.0048543809523747
221001,on,indoor,co,481.7379235825081,328.4845,172.7251,239.05180000000001,438.6827,849.86715,965.5570824056381
221001,on,indoor,no,25.15108767855578,7.9375,5.2019,6.7212499999999995,16.446849999999998,113.3804,52.14753452227246
221001,on,indoor,no2,10.585310603803348,8.9958,4.4045,6.34905,11.8828,23.4101,8.769076581742572
221001,on,indoor,pm1,1.803447962492332,0.6291,0.0051,0.32045,1.43685,4.67765,6.0996907949552135
221001,on,indoor,pm10,3.7822099553062833,1.5234,0.12345,0.6821,3.10485,12.2822,9.978954080851429
221001,on,indoor,pm1num,4.8932133467706596,2.7254,0.85775,1.87275,4.3307,11.1158,12.755456520971423
221001,on,indoor,pm25,2.2907185435106476,0.9058,0.0927,0.48075,1.86395,6.4001,7.141408729043343
221001,on,outdoor,co,275.7961635877673,214.1857,102.5278,159.3722,352.150875,620.4091649999993,206.01896455731344
221001,on,outdoor,no,20.76638534311288,14.365300000000001,5.78103,10.831675,23.5815,56.902429999999995,17.061384748014124
221001,on,outdoor,no2,7.720255805569368,7.20815,2.88242,6.020425,9.083,15.405269999999998,3.321068363115287
221001,on,outdoor,pm1,2.513217354549975,1.9078,0.33460500000000004,0.8959750000000001,3.8651,6.609014999999997,2.039997485901346
221001,on,outdoor,pm10,23.57049390850323,11.597449999999998,2.34165,6.385775,20.733375000000002,56.50785499999998,58.60949607866908
221001,on,outdoor,pm1num,14.464045474888115,10.00765,2.7610950000000005,7.744275,18.00215,39.30595499999999,11.347138133242918
221001,on,outdoor,pm25,5.561543597712581,3.5853,1.10423,2.2565749999999998,6.346525,19.275929999999992,5.2837682484011745
221001,on,ratio,co,1.8101340953249145,1.2217156579853676,0.841371103963308,1.0460634180113395,1.5387086443056057,2.549476699663949,3.0625356814379345
221001,on,ratio,no,1.3291387287027532,0.6011953545085653,0.25521259198865154,0.41663048929043467,0.9065455821996847,5.9686612464363,2.7612150861671325
221001,on,ratio,no2,1.561235391327863,1.0775056674861905,0.46371429583868345,0.7306013324523221,1.7272527449154946,4.299271730630266,1.5476935240014738
221001,on,ratio,pm1,1.0448582842863523,0.22889756366245018,0.004564714167837149,0.11222260134289339,0.4429021323991586,2.503620885827177,7.430096221033665
221001,on,ratio,pm10,0.3586427404521305,0.09650391756327356,0.006031435965669549,0.03385833645112999,0.32963237182382443,1.2768724411897352,1.0817122130783805
221001,on,ratio,pm1num,0.5379890861803789,0.1980118882524997,0.06489067508953605,0.13192505764709522,0.3667331249138826,1.7787284894254431,1.7831192572459762
221001,on,ratio,pm25,0.5534729532386627,0.15967910515852027,0.02652283057090979,0.08776942842555403,0.36461229255194044,1.703286842854363,2.4581617065847903
250001,off,indoor,co,442.6871204095334,299.2331,223.43928,248.44385,405.77445,909.5054999999996,920.2622604137001
